Table S9: Differential expression test results for anterior vs. posterior body wall muscle. ,,,,,
gene_id,symbol,q-value,anterior TPM,posterior TPM,"moderated log2
(anterior / posterior)"
WBGene00007063,2L52.1,0.875178556123471,7.519,8.816,-0.049
WBGene00009733,F45G2.7,0.875178556123471,3.066,5.899,-0.537
WBGene00010757,pad-2,0.875178556123471,6.479,8.546,-0.192
WBGene00020377,T09B4.3,0.875178556123471,3.962,6.402,-0.368
WBGene00010338,F59F4.3,0.875952695006016,31.718,26.875,0.186
WBGene00021149,dnc-3,0.87596862266086,4.563,5.937,-0.094
WBGene00022576,ZC250.2,0.876008517495425,9.111,9.701,0.060
WBGene00004051,parg-1,0.876423604042246,8.221,7.227,0.352
WBGene00004297,rad-51,0.876423604042246,8.883,6.440,0.256
WBGene00007167,rbg-3,0.876423604042246,17.735,25.594,-0.450
WBGene00009711,F44G4.1,0.876423604042246,36.368,44.898,-0.265
WBGene00009801,ipla-2,0.876423604042246,23.784,36.157,-0.545
WBGene00009925,F52B11.2,0.876423604042246,6.841,10.644,-0.441
WBGene00011813,T16H12.3,0.876423604042246,23.861,29.769,-0.260
WBGene00017921,F29B9.5,0.876423604042246,4.029,6.173,-0.296
WBGene00001837,hda-4,0.876473120774336,48.798,46.216,0.048
WBGene00022188,Y71H2AR.1,0.876669634284863,4.795,8.293,-0.517
WBGene00000262,bra-1,0.876754680391904,5.285,4.973,0.338
WBGene00007623,C16C10.2,0.876754680391904,25.209,34.898,-0.413
WBGene00009057,cept-1,0.876754680391904,3.073,6.651,-0.708
WBGene00011239,pges-2,0.876754680391904,112.040,98.303,0.174
WBGene00012339,W07G4.5,0.876754680391904,4.810,2.990,0.270
WBGene00019124,F59E12.9,0.876754680391904,71.752,91.053,-0.324
WBGene00019946,chat-1,0.876754680391904,36.752,52.383,-0.473
WBGene00021324,Y34B4A.8,0.876754680391904,17.378,22.638,-0.301
WBGene00022365,Y92H12BL.4,0.876754680391904,24.448,22.037,0.086
WBGene00000274,btf-1,0.876857380656134,34.634,43.979,-0.304
WBGene00004930,sod-1,0.876877263540678,92.617,76.009,0.266
WBGene00003883,osm-1,0.877052402672376,5.150,7.452,-0.277
WBGene00006430,tag-51,0.877052402672376,4.529,5.445,0.022
WBGene00007624,hrde-1,0.877052402672376,3.153,6.188,-0.575
WBGene00020553,T19A5.1,0.877052402672376,42.402,48.400,-0.157
WBGene00009138,F25H9.6,0.87712559180754,7.209,6.163,0.009
WBGene00017428,F13D11.3,0.87712559180754,65.083,68.493,-0.052
WBGene00018756,F53C3.13,0.87712559180754,102.532,100.755,0.011
WBGene00010160,png-1,0.877328211917688,17.508,21.044,-0.185
WBGene00012452,Y17D7B.4,0.877537000878503,87.214,102.419,-0.215
WBGene00019125,ddl-1,0.877537000878503,2.322,4.698,-0.500
WBGene00021817,Y53G8B.1,0.877537000878503,5.949,2.189,0.899
WBGene00000888,cyn-12,0.877631891555357,3.356,6.863,-0.656
WBGene00003785,nos-3,0.877631891555357,48.408,56.552,-0.195
WBGene00003793,npp-7,0.877631891555357,65.743,92.935,-0.478
WBGene00004266,rab-1,0.877631891555357,84.488,95.557,-0.161
WBGene00004800,sir-2.1,0.877631891555357,34.943,39.262,-0.127
WBGene00008764,dylt-1,0.877631891555357,32.429,31.418,0.000
WBGene00013378,emc-3,0.877631891555357,34.712,34.506,0.050
WBGene00018208,F39G3.3,0.877631891555357,32.616,41.296,-0.297
WBGene00022435,Y108G3AL.3,0.877631891555357,3.802,4.908,-0.031
WBGene00011503,gcc-2,0.878009022851563,33.067,32.150,0.084
WBGene00001056,dpf-3,0.878264595304688,58.184,62.940,-0.089
WBGene00001491,frm-4,0.878264595304688,62.624,72.712,-0.193
WBGene00001946,his-72,0.878264595304688,42.089,59.061,-0.455
WBGene00004050,parp-2,0.878264595304688,4.354,5.533,-0.048
WBGene00004886,smi-1,0.878264595304688,4.709,7.520,-0.397
WBGene00004914,snr-1,0.878264595304688,32.037,30.673,0.017
WBGene00006390,taf-8,0.878264595304688,6.214,7.926,-0.136
WBGene00006836,unc-112,0.878264595304688,882.747,857.417,0.040
WBGene00007118,npp-22,0.878264595304688,33.166,38.405,-0.169
WBGene00007443,pfd-1,0.878264595304688,32.823,35.408,-0.066
WBGene00007799,nrx-1,0.878264595304688,5.537,5.364,0.285
WBGene00008688,F11A10.7,0.878264595304688,39.805,53.131,-0.381
WBGene00010231,F58B3.4,0.878264595304688,101.313,106.204,-0.054
WBGene00011509,T05H10.4,0.878264595304688,4.045,5.673,-0.169
WBGene00016592,erl-1,0.878264595304688,5.847,8.531,-0.317
WBGene00018045,F35D11.4,0.878264595304688,4.430,4.947,0.135
WBGene00021363,taf-6.2,0.878264595304688,28.002,21.884,0.291
WBGene00021626,rft-2,0.878264595304688,6.327,7.189,0.027
WBGene00022268,Y73E7A.1,0.878264595304688,18.541,20.104,-0.041
WBGene00044072,ham-3,0.878264595304688,19.535,20.859,-0.023
WBGene00044493,Y54G2A.50,0.878264595304688,6.311,7.181,0.026
WBGene00021628,Y47D9A.1,0.878366315345397,18.353,18.604,0.057
WBGene00022067,Y67D8C.3,0.878366315345397,6.331,6.121,0.260
WBGene00004029,pik-1,0.878864156532708,3.960,5.638,-0.185
WBGene00007882,C33A12.3,0.878864156532708,13.963,17.095,-0.192
WBGene00015483,C05D11.5,0.878864156532708,4.040,4.372,0.205
WBGene00015677,cpg-4,0.879116789139385,7.638,0.927,1.987
WBGene00004343,rgr-1,0.879545427994425,53.583,65.469,-0.262
WBGene00021906,Y55B1AR.2,0.879902484746543,27.500,34.524,-0.277
WBGene00001571,gei-14,0.879940084546671,6.286,5.209,0.018
WBGene00012989,Y48C3A.5,0.879940084546671,7.872,3.783,0.719
WBGene00013038,ani-1,0.879995641534691,4.998,4.796,0.323
WBGene00003802,npp-16,0.880000086284914,15.804,19.749,-0.233
WBGene00016446,C35D10.10,0.880000086284914,40.967,44.206,-0.075
WBGene00008530,F02E9.5,0.880641717058646,62.788,65.464,-0.037
WBGene00012479,Y18D10A.9,0.880641717058646,5.859,5.250,0.386
WBGene00013029,glrx-5,0.880641717058646,33.675,31.968,0.031
WBGene00017275,F08F8.10,0.880641717058646,32.607,38.984,-0.214
WBGene00019305,snap-29,0.880641717058646,39.594,41.251,-0.023
WBGene00020166,T02G5.7,0.880641717058646,47.043,32.958,0.470
WBGene00021286,tald-1,0.880641717058646,18.344,16.526,0.066
WBGene00004086,pph-4.2,0.880681029775032,2.515,4.666,-0.409
WBGene00001745,gsa-1,0.880764845332727,192.313,187.708,0.027
WBGene00008547,F07A11.4,0.880764845332727,126.709,168.337,-0.398
WBGene00013970,klu-1,0.880764845332727,19.884,16.265,0.204
WBGene00019218,madf-3,0.880764845332727,5.873,7.134,-0.054
WBGene00004101,hgrs-1,0.881542244318795,48.203,45.906,0.039
WBGene00008973,F20D1.1,0.881542244318795,11.924,13.666,-0.080
WBGene00009951,F53A2.3,0.881542244318795,2.277,5.752,-0.812
WBGene00011384,T02G6.1,0.881542244318795,7.697,5.716,0.197
WBGene00018251,F40H3.3,0.881542244318795,3.309,5.601,-0.378
WBGene00018637,F49E8.6,0.881542244318795,17.791,12.730,0.374
WBGene00018680,tsen-54,0.881542244318795,2.258,5.274,-0.695
WBGene00020506,dop-3,0.881542244318795,18.711,33.200,-0.752
WBGene00012359,W09D10.1,0.882153581934186,31.323,27.272,0.148
WBGene00006389,taf-7.2,0.883215757684273,3.483,3.334,0.427
WBGene00010951,M199.2,0.883215757684273,4.368,3.958,0.440
WBGene00012732,Y40B1A.1,0.883215757684273,4.091,5.513,-0.115
WBGene00000444,ceh-21,0.883957358831462,16.622,15.894,0.149
WBGene00020030,R12E2.1,0.883957358831462,13.914,13.874,0.104
WBGene00010038,rheb-1,0.88435782236315,19.499,24.784,-0.274
WBGene00007982,pxd-1,0.885243915113242,37.036,85.513,-1.169
WBGene00011819,hal-2,0.885243915113242,6.477,6.551,0.191
WBGene00020113,R151.10,0.885243915113242,11.098,11.857,0.029
WBGene00021133,tomm-22,0.885243915113242,42.777,42.925,0.028
WBGene00013877,ZC376.6,0.88583053913721,23.804,23.979,0.049
WBGene00003922,pas-1,0.885986027996358,46.778,45.602,0.005
WBGene00018149,F37C12.1,0.886291939757658,15.196,12.666,0.153
WBGene00001551,gcy-31,0.88651886412778,3.998,3.872,0.368
WBGene00002881,let-756,0.88651886412778,241.163,257.919,-0.091
WBGene00003015,lin-29,0.88651886412778,41.729,45.657,-0.096
WBGene00004076,pod-2,0.88651886412778,44.646,59.294,-0.377
WBGene00007396,tiar-3,0.88651886412778,14.001,7.725,0.682
WBGene00022185,Y71H2AM.20,0.88651886412778,9.851,10.075,0.107
WBGene00044690,M02B7.7,0.88651886412778,2.587,3.809,-0.087
WBGene00013709,csnk-1,0.886552658679633,73.467,85.978,-0.207
WBGene00002344,let-70,0.886681236038436,356.577,360.614,-0.012
WBGene00010013,F54B3.1,0.8869156010874,198.383,211.564,-0.086
WBGene00022598,ztf-8,0.887021800690343,34.195,38.822,-0.141
WBGene00008198,C49C3.8,0.887071624736905,10.954,11.750,0.025
WBGene00001022,dnj-4,0.887092698885096,11.002,9.900,0.013
WBGene00021044,W05H7.1,0.887092698885096,12.189,11.473,0.201
WBGene00022399,Y97E10AR.4,0.887092698885096,8.589,4.423,0.663
WBGene00021334,vps-4,0.887615653757052,31.682,43.189,-0.402
WBGene00004227,ptr-13,0.887844333527487,10.110,10.234,0.118
WBGene00007627,ccdc-55,0.887844333527487,20.102,22.224,-0.075
WBGene00019158,H05C05.2,0.887844333527487,20.920,16.595,0.250
WBGene00021051,W05H9.4,0.887844333527487,9.506,10.715,-0.028
WBGene00015430,C04E7.3,0.88786864723755,47.768,55.617,-0.190
WBGene00014087,ZK809.5,0.888472583566738,16.141,24.922,-0.540
WBGene00017837,F26G1.1,0.888472583566738,8.258,11.084,-0.260
WBGene00009771,F46B6.6,0.888710315988125,172.472,165.803,0.048
WBGene00020721,T23B12.6,0.889427287698512,15.614,24.432,-0.556
WBGene00010221,F57G12.1,0.889464191385407,267.538,273.595,-0.027
WBGene00013697,dsbn-1,0.889464191385407,6.300,10.563,-0.533
WBGene00021057,W06B4.2,0.889464191385407,11.521,11.221,0.158
WBGene00004274,rab-11.1,0.889782123344173,151.152,173.659,-0.191
WBGene00009025,phf-34,0.889782123344173,9.266,8.161,0.016
WBGene00013242,Y56A3A.30,0.889934843133526,43.064,36.206,0.211
WBGene00013132,strd-1,0.890120164157509,8.358,9.086,0.043
WBGene00009461,madf-2,0.890630836000559,9.156,8.877,0.194
WBGene00007625,C16C10.4,0.891163908925665,6.322,11.312,-0.628
WBGene00004404,rom-5,0.89141750107072,8.157,7.246,0.338
WBGene00007976,C36B1.9,0.89141750107072,29.719,36.376,-0.244
WBGene00009645,F42G10.1,0.89141750107072,301.808,334.115,-0.142
WBGene00006889,pfd-3,0.891846952877587,32.594,39.352,-0.228
WBGene00000892,cyn-16,0.892345154904671,36.041,39.045,-0.076
WBGene00009460,ubr-5,0.892720424312357,238.766,267.723,-0.159
WBGene00014203,ZK1058.3,0.892720424312357,2.974,3.255,0.288
WBGene00007390,lmtr-3,0.892937850030993,10.713,10.367,0.176
WBGene00019806,R01B10.4,0.893450112993873,6.723,6.383,0.275
WBGene00235269,F59E12.15,0.893450112993873,15.753,20.922,-0.321
WBGene00000545,clp-4,0.893954318156603,40.969,38.405,0.056
WBGene00001324,eor-1,0.894072996564148,23.852,40.144,-0.692
WBGene00011235,suro-1,0.894720059330232,7.458,6.349,0.021
WBGene00019800,mtss-1,0.895000209391403,19.898,15.178,0.299
WBGene00010626,K07C5.3,0.89521104706015,21.470,15.918,0.344
WBGene00006513,rimb-1,0.895259228971346,28.121,27.914,0.061
WBGene00001817,haf-7,0.895622272860077,21.239,34.767,-0.645
WBGene00001874,him-17,0.895622272860077,18.271,15.881,0.114
WBGene00007107,pfd-4,0.895622272860077,16.711,18.270,-0.045
WBGene00008667,F10G8.9,0.895622272860077,8.187,5.726,0.284
WBGene00013802,Y116A8C.25,0.895622272860077,7.767,8.526,0.040
WBGene00014109,chpf-1,0.895622272860077,47.035,44.898,0.035
WBGene00015920,C17G10.9,0.895622272860077,128.232,127.490,0.020
WBGene00017605,F19F10.9,0.895622272860077,94.542,106.042,-0.150
WBGene00018184,F38E9.1,0.895622272860077,3.502,11.083,-1.300
WBGene00019822,R02D3.4,0.895622272860077,33.587,40.937,-0.243
WBGene00021395,pnc-1,0.895622272860077,13.707,5.663,1.041
WBGene00003934,pat-10,0.896234262353756,3376.196,3402.019,-0.011
WBGene00016750,let-611,0.896234262353756,10.248,18.156,-0.691
WBGene00008459,mrpl-53,0.897279363180509,11.625,13.242,-0.069
WBGene00019497,K07E8.6,0.897279363180509,18.206,23.622,-0.299
WBGene00012767,fcd-2,0.897296952702551,13.984,14.742,0.024
WBGene00022812,ZK742.2,0.89769176042936,11.480,11.240,0.151
WBGene00011216,usp-46,0.897972921985414,12.771,13.082,0.074
WBGene00000409,cdk-8,0.89857830882664,13.260,14.006,0.026
WBGene00003804,npp-18,0.899241837861867,5.626,15.935,-1.266
WBGene00016793,arp-11,0.899374723604841,18.065,22.786,-0.257
WBGene00012854,Y44A6D.3,0.899703033777031,57.877,54.570,0.059
WBGene00013018,Y48G10A.1,0.899703033777031,12.565,10.348,0.147
WBGene00018512,trpp-8,0.899703033777031,57.028,61.400,-0.081
WBGene00021425,ppgn-1,0.899703033777031,55.416,55.185,0.032
WBGene00003239,mig-2,0.900012591391031,9.422,12.557,-0.269
WBGene00016655,acbp-1,0.900012591391031,11.061,14.258,-0.241
WBGene00000854,cux-7,0.90023274497112,34.065,32.676,0.017
WBGene00003614,nhr-15,0.900555872447914,10.838,4.694,0.929
WBGene00004128,pqn-41,0.900555872447914,172.327,225.651,-0.381
WBGene00004895,smu-1,0.900555872447914,9.191,11.891,-0.223
WBGene00008362,cfim-2,0.900555872447914,16.428,27.388,-0.652
WBGene00009201,F28C1.3,0.900555872447914,52.497,59.775,-0.160
WBGene00010405,erfa-3,0.900555872447914,100.200,106.651,-0.076
WBGene00015635,C09D4.4,0.900555872447914,15.577,25.417,-0.617
WBGene00016889,lst-6,0.900555872447914,103.218,112.780,-0.114
WBGene00019813,ger-1,0.900555872447914,11.290,9.177,0.150
WBGene00017077,D2096.10,0.900907549547018,5.393,11.081,-0.793
WBGene00021935,mrpl-46,0.901766393789453,10.565,8.848,0.101
WBGene00006722,ubh-2,0.901852431240522,8.367,5.900,0.278
WBGene00011614,nfya-1,0.901852431240522,8.687,6.355,0.240
WBGene00021563,Y45G12B.2,0.901852431240522,8.448,12.560,-0.411
WBGene00001284,emb-30,0.90187009868787,63.154,66.363,-0.049
WBGene00006415,tag-30,0.90187009868787,49.516,62.269,-0.302
WBGene00013882,ZC410.5,0.90187009868787,11.200,12.909,-0.082
WBGene00004106,pqn-15,0.902275373737058,45.899,41.217,0.121
WBGene00021634,rde-10,0.902275373737058,7.845,9.938,-0.168
WBGene00007436,C08B11.9,0.902284731269157,10.246,7.875,0.207
WBGene00007429,C08B6.8,0.902330951753098,11.637,10.713,0.238
WBGene00007967,cyp-25A4,0.902330951753098,8.177,6.092,0.205
WBGene00008852,ubql-1,0.902330951753098,61.128,69.081,-0.153
WBGene00013201,Y54E5A.6,0.902330951753098,5.931,10.124,-0.547
WBGene00017825,cee-1,0.902330951753098,9.096,9.913,0.026
WBGene00001166,eftu-2,0.902975655340274,51.643,69.071,-0.392
WBGene00001651,gon-2,0.902975655340274,79.790,78.516,0.005
WBGene00015194,B0432.13,0.902975655340274,8.999,6.728,0.220
WBGene00016808,C50D2.5,0.903016605818,11.531,11.128,0.171
WBGene00012524,Y32B12B.4,0.903089286520974,7.112,9.423,-0.216
WBGene00012762,Y41E3.1,0.903089286520974,181.832,195.264,-0.095
WBGene00007009,wwp-1,0.904458465420947,83.459,94.141,-0.157
WBGene00000703,col-129,0.904654221616513,11.811,9.373,0.187
WBGene00000803,csb-1,0.904654221616513,17.436,23.357,-0.341
WBGene00001048,dnj-30,0.904654221616513,17.411,18.409,0.000
WBGene00003843,oct-2,0.904654221616513,56.093,104.073,-0.866
WBGene00006768,unc-32,0.904654221616513,112.624,146.751,-0.369
WBGene00009982,F53F1.4,0.904654221616513,3.137,7.546,-0.867
WBGene00019219,H20J04.4,0.904654221616513,18.517,22.198,-0.186
WBGene00019572,K09E2.3,0.904654221616513,26.283,34.399,-0.334
WBGene00022115,Y71F9AL.10,0.904654221616513,22.173,16.736,0.322
WBGene00050884,Y69H2.15,0.904654221616513,64.417,57.353,0.143
WBGene00001411,fem-1,0.904693991154415,70.873,56.599,0.299
WBGene00001680,gpb-2,0.904693991154415,61.868,64.682,-0.041
WBGene00003694,nhr-104,0.904693991154415,5.731,6.570,0.035
WBGene00004705,rsp-8,0.904693991154415,76.437,99.724,-0.365
WBGene00007155,B0379.1,0.904693991154415,97.468,100.626,-0.031
WBGene00012904,tiar-2,0.904693991154415,6.737,8.139,-0.073
WBGene00015777,sfxn-2,0.904693991154415,75.170,65.300,0.181
WBGene00021328,npr-23,0.904693991154415,317.752,356.354,-0.161
WBGene00022354,Y82E9BR.22,0.904693991154415,7.049,8.463,-0.072
WBGene00044784,F13H10.8,0.904693991154415,8.025,4.641,0.509
WBGene00002335,let-60,0.904900968844,85.355,96.426,-0.159
WBGene00008364,D1046.3,0.905147277515254,14.079,17.698,-0.231
WBGene00001628,gly-3,0.905238997017816,11.393,17.383,-0.488
WBGene00009271,glna-3,0.905238997017816,6.487,6.500,0.204
WBGene00009661,patr-1,0.905238997017816,96.254,129.978,-0.418
WBGene00021689,Y48G8AL.10,0.905238997017816,19.668,28.458,-0.461
WBGene00021808,Y53G8AM.8,0.905238997017816,76.674,84.760,-0.126
WBGene00022056,ddx-35,0.905238997017816,6.333,6.951,0.077
WBGene00003626,nhr-32,0.905243990113335,17.962,17.115,0.148
WBGene00003955,pcn-1,0.905243990113335,6.207,5.310,0.441
WBGene00007042,pbrm-1,0.905243990113335,83.783,82.162,0.011
WBGene00008707,F11E6.3,0.905243990113335,8.085,6.373,0.133
WBGene00008880,F16B12.4,0.905243990113335,7.141,6.595,0.304
WBGene00010177,F57A8.1,0.905243990113335,47.491,61.922,-0.353
WBGene00011740,mrpl-51,0.905243990113335,16.041,15.113,0.173
WBGene00017080,lec-12,0.905243990113335,4.243,9.528,-0.862
WBGene00018232,F40E3.5,0.905243990113335,7.018,8.401,-0.067
WBGene00019011,F57C9.4,0.905243990113335,15.469,15.727,0.067
WBGene00020861,T27E4.1,0.905243990113335,6.849,7.275,0.110
WBGene00022116,Y71F9AL.11,0.905243990113335,5.603,8.559,-0.374
WBGene00013301,Y57G11C.3,0.905321675946398,16.909,18.397,-0.039
WBGene00017166,aldo-2,0.905321675946398,4.544,5.673,-0.033
WBGene00021985,Y59C2A.2,0.905321675946398,9.290,5.587,0.496
WBGene00086557,K07A12.8,0.905321675946398,5.393,8.631,-0.433
WBGene00004386,rnp-3,0.905666336673471,16.241,15.134,0.010
WBGene00001039,dnj-21,0.905673677493647,19.998,16.414,0.200
WBGene00006318,sup-9,0.905673677493647,67.976,63.856,0.068
WBGene00001049,dog-1,0.905996193730489,4.834,8.525,-0.547
WBGene00006447,tag-72,0.905996193730489,13.224,15.906,-0.161
WBGene00007761,rad-26,0.905996193730489,46.746,49.354,-0.048
WBGene00018226,F40B5.2,0.905996193730489,11.426,17.915,-0.528
WBGene00021671,Y48G1BM.6,0.905996193730489,5.948,6.335,0.133
WBGene00043051,C29E4.13,0.905996193730489,7.401,5.802,0.122
WBGene00003392,mog-4,0.906086387281101,18.972,24.228,-0.279
WBGene00001898,his-24,0.906851080675601,54.906,58.917,-0.076
WBGene00020027,R12C12.7,0.906851080675601,18.622,24.617,-0.327
WBGene00000914,daf-19,0.907557002219542,65.952,71.871,-0.102
WBGene00000187,arl-1,0.907876423283515,10.792,13.826,-0.230
WBGene00016390,C34B2.5,0.908125113398794,12.781,13.965,-0.019
WBGene00006387,taf-6.1,0.908670527475998,7.207,9.500,-0.211
WBGene00008136,C47D12.2,0.908670527475998,19.426,20.951,-0.037
WBGene00044746,C53H9.3,0.908670527475998,10.206,7.370,0.286
WBGene00000164,apm-3,0.908923156376268,5.095,7.182,-0.237
WBGene00001833,hcp-6,0.908923156376268,4.982,8.254,-0.465
WBGene00006820,unc-89,0.908923156376268,13705.240,13538.568,0.018
WBGene00001971,hmg-1.1,0.909825304047824,138.875,154.077,-0.140
WBGene00004302,ran-1,0.909825304047824,236.771,247.621,-0.059
WBGene00019881,R05D3.8,0.909825304047824,3.447,7.516,-0.757
WBGene00006698,uaf-2,0.9098950523457,72.756,69.633,0.043
WBGene00008143,C47E8.4,0.9098950523457,12.122,12.912,0.023
WBGene00008665,ercc-1,0.9098950523457,10.604,14.584,-0.330
WBGene00010244,F58D5.5,0.9098950523457,143.042,183.965,-0.353
WBGene00015235,cdc-26,0.9098950523457,4.983,3.713,0.080
WBGene00017349,farl-11,0.9098950523457,78.786,92.269,-0.210
WBGene00018339,abcf-3,0.9098950523457,54.880,78.346,-0.488
WBGene00020422,T10F2.2,0.9098950523457,14.733,8.743,0.597
WBGene00020718,mrps-2,0.9098950523457,17.299,18.480,-0.014
WBGene00022195,Y71H2B.5,0.9098950523457,19.960,19.032,0.139
WBGene00022258,Y73C8B.1,0.9098950523457,9.908,7.490,0.223
WBGene00011195,sao-1,0.909997703712688,31.958,36.143,-0.133
WBGene00012385,Y5F2A.4,0.909997703712688,6.885,13.326,-0.757
WBGene00017013,ensh-1,0.909997703712688,14.687,17.573,-0.164
WBGene00017778,nono-1,0.909997703712688,91.573,91.826,0.012
WBGene00022448,pinn-1,0.909997703712688,8.022,9.299,-0.044
WBGene00000148,aph-2,0.910151072109301,24.595,36.520,-0.513
WBGene00019127,cgt-3,0.910151072109301,14.694,22.644,-0.529
WBGene00020630,T20F7.1,0.910151072109301,17.843,19.868,-0.076
WBGene00018955,F56C11.3,0.910496361676039,9.638,9.913,0.102
WBGene00000117,alh-11,0.910568115642838,19.622,21.089,-0.032
WBGene00012458,ash-2,0.910654538920511,22.257,29.924,-0.364
WBGene00017238,F08B4.7,0.910678055654401,13.231,17.351,-0.286
WBGene00001162,efl-2,0.911059133276459,16.909,20.842,-0.219
WBGene00001186,egl-18,0.911748351184358,4.784,6.053,-0.066
WBGene00008805,git-1,0.911748351184358,20.645,34.246,-0.662
WBGene00019009,clec-90,0.911748351184358,5.502,5.867,0.148
WBGene00019862,nrde-3,0.911748351184358,12.787,11.968,0.204
WBGene00021784,cogc-4,0.911748351184358,22.864,30.144,-0.337
WBGene00009552,piki-1,0.91191134129412,116.703,107.772,0.102
WBGene00077591,C06G1.6,0.91191134129412,95.487,104.529,-0.115
WBGene00015329,C02B10.4,0.912018008601959,18.605,16.780,0.065
WBGene00013236,Y56A3A.18,0.912333246586337,13.780,28.461,-0.945
WBGene00004367,ric-8,0.912362881137096,29.142,23.118,0.273
WBGene00010130,vha-14,0.912705080064419,22.152,29.400,-0.345
WBGene00011292,R102.5,0.912789095526097,77.351,86.817,-0.148
WBGene00012536,Y37A1A.3,0.912789095526097,13.326,18.201,-0.345
WBGene00007923,C34C12.4,0.912961371167457,12.983,13.869,0.012
WBGene00016968,epg-5,0.913185212038184,34.743,42.092,-0.236
